Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
s c
n o r m a l e
0 1
s c
n o r m a l e
0 1
s c
n o r m a l e
0 1
s c
n o r m a l e
0 1
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
c
n o r m a l e
0 1
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
c
b u b b l e
1 2
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
c bubble "[1, 2]" 962 True
c bubble "[1, 2]" 962 True
c bubble "[1, 2]" 1486 False
c bubble "[1, 2]" 962 True
c bubble "[1, 2]" 1486 False
c bubble "[1, 2]" 483 False
c bubble "[1, 2]" 962 True
c bubble "[1, 2]" 1486 False
c bubble "[1, 2]" 483 False
c bubble "[1, 2]" 1710 True
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
c normale "[0, 1]" 1015 False
c normale "[0, 1]" 1015 False
c normale "[0, 1]" 1556 False
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
c normale "[1, 2]" 2355 True
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
c bubble "[1, 2]" 855 True
c bubble "[1, 2]" 855 True
c bubble "[1, 2]" 962 True
c bubble "[1, 2]" 855 True
c bubble "[1, 2]" 962 True
c bubble "[1, 2]" 930 True
c bubble "[1, 2]" 855 True
c bubble "[1, 2]" 962 True
c bubble "[1, 2]" 930 True
c bubble "[1, 2]" 585 True
c bubble "[1, 2]" 855 True
c bubble "[1, 2]" 962 True
c bubble "[1, 2]" 930 True
c bubble "[1, 2]" 585 True
c bubble "[1, 2]" 397 False
c bubble "[1, 2]" 855 True
c bubble "[1, 2]" 962 True
c bubble "[1, 2]" 930 True
c bubble "[1, 2]" 585 True
c bubble "[1, 2]" 397 False
c bubble "[1, 2]" 566 True
c bubble "[1, 2]" 855 True
c bubble "[1, 2]" 962 True
c bubble "[1, 2]" 930 True
c bubble "[1, 2]" 585 True
c bubble "[1, 2]" 397 False
c bubble "[1, 2]" 566 True
c bubble "[1, 2]" 324 False
Maxence BUBLE 5 2 0
CELIAN BUBLE 5 2 0
c normale "[1, 2]" 0 True
c normale "[1, 2]" 0 True
c normale "[1, 2]" 768 True
c normale "[1, 2]" 0 True
c normale "[1, 2]" 768 True
c normale "[1, 2]" 767 False
c normale "[1, 2]" 0 True
c normale "[1, 2]" 768 True
c normale "[1, 2]" 767 False
c normale "[1, 2]" 688 False
c normale "[1, 2]" 0 True
c normale "[1, 2]" 768 True
c normale "[1, 2]" 767 False
c normale "[1, 2]" 688 False
c normale "[1, 2]" 883 True
c normale "[1, 2]" 0 True
c normale "[1, 2]" 768 True
c normale "[1, 2]" 767 False
c normale "[1, 2]" 688 False
c normale "[1, 2]" 883 True
c normale "[1, 2]" 633 False
c normale "[1, 2]" 0 True
c normale "[1, 2]" 768 True
c normale "[1, 2]" 767 False
c normale "[1, 2]" 688 False
c normale "[1, 2]" 883 True
c normale "[1, 2]" 633 False
c normale "[1, 2]" 191 False
c normale "[1, 2]" 0 True
c normale "[1, 2]" 768 True
c normale "[1, 2]" 767 False
c normale "[1, 2]" 688 False
c normale "[1, 2]" 883 True
c normale "[1, 2]" 633 False
c normale "[1, 2]" 191 False
c normale "[1, 2]" 159 False
c normale "[1, 2]" 0 True
c normale "[1, 2]" 768 True
c normale "[1, 2]" 767 False
c normale "[1, 2]" 688 False
c normale "[1, 2]" 883 True
c normale "[1, 2]" 633 False
c normale "[1, 2]" 191 False
c normale "[1, 2]" 159 False
c normale "[1, 2]" 150 False
c normale [1] 0 True
c normale [1] 768 True
c normale [1] 767 False
c normale [1] 688 False
c normale [1] 883 True
c normale [1] 633 False
c normale [1] 191 False
c normale [1] 159 False
c normale [1] 150 False
c normale [1] 154 False
c normale [1] 0 True
c normale [1] 768 True
c normale [1] 767 False
c normale [1] 688 False
c normale [1] 883 True
c normale [1] 633 False
c normale [1] 191 False
c normale [1] 159 False
c normale [1] 150 False
c normale [1] 154 False
c normale [1] 158 False
c normale [1] 0 True
c normale [1] 768 True
c normale [1] 767 False
c normale [1] 688 False
c normale [1] 883 True
c normale [1] 633 False
c normale [1] 191 False
c normale [1] 159 False
c normale [1] 150 False
c normale [1] 154 False
c normale [1] 158 False
c normale [1] 162 False
c normale [1] 0 True
c normale [1] 768 True
c normale [1] 767 False
c normale [1] 688 False
c normale [1] 883 True
c normale [1] 633 False
c normale [1] 191 False
c normale [1] 159 False
c normale [1] 150 False
c normale [1] 154 False
c normale [1] 158 False
c normale [1] 162 False
c normale [1] 158 False
c normale [1] 0 True
c normale [1] 768 True
c normale [1] 767 False
c normale [1] 688 False
c normale [1] 883 True
c normale [1] 633 False
c normale [1] 191 False
c normale [1] 159 False
c normale [1] 150 False
c normale [1] 154 False
c normale [1] 158 False
c normale [1] 162 False
c normale [1] 158 False
c normale [1] 137 False
c normale [1] 0 True
c normale [1] 768 True
c normale [1] 767 False
c normale [1] 688 False
c normale [1] 883 True
c normale [1] 633 False
c normale [1] 191 False
c normale [1] 159 False
c normale [1] 150 False
c normale [1] 154 False
c normale [1] 158 False
c normale [1] 162 False
c normale [1] 158 False
c normale [1] 137 False
c normale [1] 150 False
c normale [1] 0 True
c normale [1] 768 True
c normale [1] 767 False
c normale [1] 688 False
c normale [1] 883 True
c normale [1] 633 False
c normale [1] 191 False
c normale [1] 159 False
c normale [1] 150 False
c normale [1] 154 False
c normale [1] 158 False
c normale [1] 162 False
c normale [1] 158 False
c normale [1] 137 False
c normale [1] 150 False
c normale [1] 152 False
c normale [1] 0 True
c normale [1] 768 True
c normale [1] 767 False
c normale [1] 688 False
c normale [1] 883 True
c normale [1] 633 False
c normale [1] 191 False
c normale [1] 159 False
c normale [1] 150 False
c normale [1] 154 False
c normale [1] 158 False
c normale [1] 162 False
c normale [1] 158 False
c normale [1] 137 False
c normale [1] 150 False
c normale [1] 152 False
c normale [1] 147 False
c normale [1] 0 True
c normale [1] 768 True
c normale [1] 767 False
c normale [1] 688 False
c normale [1] 883 True
c normale [1] 633 False
c normale [1] 191 False
c normale [1] 159 False
c normale [1] 150 False
c normale [1] 154 False
c normale [1] 158 False
c normale [1] 162 False
c normale [1] 158 False
c normale [1] 137 False
c normale [1] 150 False
c normale [1] 152 False
c normale [1] 147 False
c normale [1] 171 False
c normale [1] 0 True
c normale [1] 768 True
c normale [1] 767 False
c normale [1] 688 False
c normale [1] 883 True
c normale [1] 633 False
c normale [1] 191 False
c normale [1] 159 False
c normale [1] 150 False
c normale [1] 154 False
c normale [1] 158 False
c normale [1] 162 False
c normale [1] 158 False
c normale [1] 137 False
c normale [1] 150 False
c normale [1] 152 False
c normale [1] 147 False
c normale [1] 171 False
c normale [1] 148 False
c normale [] 0 True
c normale [] 768 True
c normale [] 767 False
c normale [] 688 False
c normale [] 883 True
c normale [] 633 False
c normale [] 191 False
c normale [] 159 False
c normale [] 150 False
c normale [] 154 False
c normale [] 158 False
c normale [] 162 False
c normale [] 158 False
c normale [] 137 False
c normale [] 150 False
c normale [] 152 False
c normale [] 147 False
c normale [] 171 False
c normale [] 148 False
c normale [] 150 False
c normale [] 0 True
c normale [] 768 True
c normale [] 767 False
c normale [] 688 False
c normale [] 883 True
c normale [] 633 False
c normale [] 191 False
c normale [] 159 False
c normale [] 150 False
c normale [] 154 False
c normale [] 158 False
c normale [] 162 False
c normale [] 158 False
c normale [] 137 False
c normale [] 150 False
c normale [] 152 False
c normale [] 147 False
c normale [] 171 False
c normale [] 148 False
c normale [] 150 False
c bubble "[0, 1, 2]" 129 False
c normale [] 0 True
c normale [] 768 True
c normale [] 767 False
c normale [] 688 False
c normale [] 883 True
c normale [] 633 False
c normale [] 191 False
c normale [] 159 False
c normale [] 150 False
c normale [] 154 False
c normale [] 158 False
c normale [] 162 False
c normale [] 158 False
c normale [] 137 False
c normale [] 150 False
c normale [] 152 False
c normale [] 147 False
c normale [] 171 False
c normale [] 148 False
c normale [] 150 False
c bubble "[0, 1, 2]" 129 False
c bubble "[0, 1, 2]" 7266 False
c normale [] 0 True
c normale [] 768 True
c normale [] 767 False
c normale [] 688 False
c normale [] 883 True
c normale [] 633 False
c normale [] 191 False
c normale [] 159 False
c normale [] 150 False
c normale [] 154 False
c normale [] 158 False
c normale [] 162 False
c normale [] 158 False
c normale [] 137 False
c normale [] 150 False
c normale [] 152 False
c normale [] 147 False
c normale [] 171 False
c normale [] 148 False
c normale [] 150 False
c bubble "[0, 1, 2]" 129 False
c bubble "[0, 1, 2]" 7266 False
c bubble "[0, 1, 2]" 95 False
c normale [] 0 True
c normale [] 768 True
c normale [] 767 False
c normale [] 688 False
c normale [] 883 True
c normale [] 633 False
c normale [] 191 False
c normale [] 159 False
c normale [] 150 False
c normale [] 154 False
c normale [] 158 False
c normale [] 162 False
c normale [] 158 False
c normale [] 137 False
c normale [] 150 False
c normale [] 152 False
c normale [] 147 False
c normale [] 171 False
c normale [] 148 False
c normale [] 150 False
c bubble "[0, 1, 2]" 129 False
c bubble "[0, 1, 2]" 7266 False
c bubble "[0, 1, 2]" 95 False
c bubble "[0, 1, 2]" 310 False
c normale [] 0 True
c normale [] 768 True
c normale [] 767 False
c normale [] 688 False
c normale [] 883 True
c normale [] 633 False
c normale [] 191 False
c normale [] 159 False
c normale [] 150 False
c normale [] 154 False
c normale [] 158 False
c normale [] 162 False
c normale [] 158 False
c normale [] 137 False
c normale [] 150 False
c normale [] 152 False
c normale [] 147 False
c normale [] 171 False
c normale [] 148 False
c normale [] 150 False
c bubble "[0, 1, 2]" 129 False
c bubble "[0, 1, 2]" 7266 False
c bubble "[0, 1, 2]" 95 False
c bubble "[0, 1, 2]" 310 False
c bubble "[0, 1, 2]" 83 False
c normale [] 0 True
c normale [] 768 True
c normale [] 767 False
c normale [] 688 False
c normale [] 883 True
c normale [] 633 False
c normale [] 191 False
c normale [] 159 False
c normale [] 150 False
c normale [] 154 False
c normale [] 158 False
c normale [] 162 False
c normale [] 158 False
c normale [] 137 False
c normale [] 150 False
c normale [] 152 False
c normale [] 147 False
c normale [] 171 False
c normale [] 148 False
c normale [] 150 False
c bubble "[0, 1, 2]" 129 False
c bubble "[0, 1, 2]" 7266 False
c bubble "[0, 1, 2]" 95 False
c bubble "[0, 1, 2]" 310 False
c bubble "[0, 1, 2]" 83 False
c bubble "[0, 1, 2]" 87 True
c normale [] 0 True
c normale [] 768 True
c normale [] 767 False
c normale [] 688 False
c normale [] 883 True
c normale [] 633 False
c normale [] 191 False
c normale [] 159 False
c normale [] 150 False
c normale [] 154 False
